Date,Close,High,Low,Open,Volume,RSI,EMA_9,SMA_5,SMA_10,SMA_15,SMA_30,MACD,MACD_signal,target
2020-04-27,3534.7781998128385,4229.065150107107,4090.062012703188,4161.669689547631,151103500,47.26127063012967,4366.044630605411,4415.078300117427,4412.111004693999,4450.094311385904,4312.713661182922,-117.40422772641432,-59.196924205229564,True
2020-04-28,4305.677929331222,4191.155501655911,4047.940137780231,4178.518851902174,180488000,48.52494694799128,4199.791344446897,4139.777046524518,4280.642689830765,4383.577205200917,4233.402894440123,-104.38210290762709,-68.23395994570907,True
2020-04-29,4493.600123334594,4085.8505859375,4043.7284149484535,4064.789500442977,121161000,50.60099850464412,4220.968661423762,4051.4769146553795,4416.995329709135,4391.938771190136,4237.517207033204,-77.9990995774524,-70.18698787205774,False
2020-04-30,4355.185554094171,4422.827597051801,4111.123556878627,4111.123556878627,174081000,47.613199656313576,4275.494953805928,3982.841533207736,4358.818370402263,4380.721468684918,4257.704312163956,-67.48139480430109,-69.64586925850642,False
2020-05-04,3659.1695510864233,4464.951153166906,4212.218069025383,4338.584611096145,114497500,45.11054653671856,4291.433073863576,4238.154087815422,4379.716443106956,4381.069381363271,4271.726744796508,-113.99465318715829,-78.5156260442368,True
2020-05-05,5021.689260315898,4498.647371319182,4380.705305404446,4397.554171963694,118643500,58.94252280637251,4164.980369308146,4069.6822715318494,4242.380285824638,4297.96809363995,4251.248488961476,-40.44654943818932,-70.90181072302731,False
2020-05-06,3963.819899303625,4523.921319699755,4464.950278288399,4477.586930019404,86395500,44.732937094547744,4336.322147509696,4367.064483632462,4253.420765078489,4309.449954431331,4320.360389558921,-66.7509009470914,-70.07162876784012,True
2020-05-08,4329.590495541209,4549.194452305767,4338.583598032353,4502.860064365616,123028000,50.917984026864104,4261.821697868482,4298.692877626942,4175.08489614116,4377.561179015071,4279.0075357472515,-57.420748145117614,-67.54145264329563,True
2020-05-11,4757.384217836317,4486.011094911915,4418.615623063473,4418.615623063473,40615500,48.55641213311963,4275.375457403028,4265.890952068265,4124.366242638001,4327.842564290931,4299.426950107428,-15.330436927492883,-57.09924950013508,True
2020-05-12,5133.91758876969,4498.648897719109,4237.491377439535,4498.648897719109,118660000,51.137594989801016,4371.777209489686,4346.330684816695,4292.242386316059,4368.587857010202,4372.062804967924,47.857858567354015,-36.10782788663727,False
2020-05-13,4242.312463733566,4355.433333842955,4283.825629127936,4347.008897994129,94973000,47.59879211542623,4524.205285345687,4641.280292353348,4355.481281942599,4375.3469546675415,4356.21348730193,25.693774025479797,-23.747507504213853,False
2020-05-14,3635.0766647522696,4304.886540110518,4132.185612376144,4271.188798113567,131268000,44.55277515968823,4467.826721023263,4485.404933036882,4426.234708334671,4330.748821064621,4350.463106643425,-40.40451861438851,-27.07890972624879,True
2020-05-15,3652.9519048463694,4208.004661631809,3942.634998285658,4144.821408454153,205790000,53.09107760006848,4301.276709769065,4419.65628612661,4359.174581876776,4256.608692802977,4337.767129406443,-90.30453479350945,-39.724034739700926,False
2020-05-18,2809.5298992590065,4081.638642157988,4001.606511919596,4043.728685729276,139997500,40.287733784213124,4171.611748784526,4284.328567987643,4275.109760027954,4177.687017754548,4337.130258197325,-195.65240506852479,-70.9097088054657,True
2020-05-19,3330.399191648904,4178.519414396367,3942.63525390625,4077.426202757746,128504500,48.763549476177346,3899.195378879422,3894.75770427218,4120.544194544437,4159.747492301432,4327.115826746425,-234.40942648857617,-103.6096523420878,True
2020-05-20,4464.251453135395,4043.728685729276,3951.05990334798,3976.333207633788,119158000,50.91897920417618,3785.436141433319,3534.0540248480233,4087.667158600685,4081.6721962444067,4265.8832538151555,-171.65352866218882,-117.21842760610801,False
2020-05-26,3973.653568952527,4212.216168102364,4022.666440537758,4022.666440537758,176076500,47.08888732056579,3921.1992037737346,3578.4418227283886,4031.9233778826347,4143.637079799244,4263.607142500081,-159.6656504291832,-125.70787217072305,False
2020-05-27,3969.899577232915,4212.217947507553,4090.0636270298337,4186.944639822507,151753500,47.80980849879952,3931.6900768094933,3646.157203568441,4032.9067448475253,4121.502122440665,4256.7204468154005,-148.75335029344478,-130.3169677952674,True
2020-05-28,4889.153269988881,4481.798877921388,4212.2169905276205,4212.2169905276205,229233000,56.818883789484595,3939.331976894178,3709.54673804575,3996.9376530166965,4086.5887527005525,4233.655110692735,-65.1778536106267,-117.28914495833926,False
2020-05-29,4706.461483623085,4460.7378070809245,4372.28125,4460.7378070809245,399414000,47.989394149765204,4129.2962355131185,4125.471412191725,4010.1145582319523,4122.186600426866,4251.627990895068,-13.529412060840514,-96.53719837883952,False
2020-06-02,3894.8325497042624,4633.438155900187,4414.4028976212685,4431.251763642724,181369500,49.54571048163603,4244.729285135112,4400.683870586561,3967.368947717292,4192.006062595977,4244.987078117963,-37.655255580191806,-84.76080981910998,True
2020-06-03,5216.389185306672,4869.3232421875,4549.194724535035,4557.6191592101,279673500,55.18676423699052,4174.749938048943,4286.800089900334,3932.620956314361,4116.882281888535,4213.166118159933,49.29517134677735,-57.94961358593252,True
2020-06-04,6091.705880899522,5046.236248009769,4717.683303648532,4869.323124122949,236158500,57.41603534621239,4383.077787500489,4535.347213171163,4090.7522083698013,4200.386900955405,4288.974039985238,186.6827901391698,-9.023132840912048,False
2020-06-05,3581.1395495138518,4932.50641844637,4705.046686084198,4877.74759398881,88157500,43.02449885302083,4724.8034061802955,4959.708473904484,4334.627605975116,4317.861259979292,4322.851912135111,91.92212554815069,11.165918836900502,True
2020-06-08,6121.461965021494,4991.477590787209,4848.26219999669,4848.26219999669,173557500,57.35252323431899,4496.070634847007,4698.105729809478,4411.788571000602,4239.444948757794,4304.016402883998,219.27869640140125,52.78847434980066,False
2020-06-09,3889.940113561741,5050.447525957553,4881.958867877234,5004.113144985466,100110000,50.88474413789468,4821.148900881904,4981.1058260891605,4690.894848337861,4305.281240507915,4340.314097587729,138.54744386056245,69.94026825195303,False
2020-06-10,3294.979006439484,4940.930203983701,4713.470501498518,4886.17138671875,115382500,48.805189005861685,4634.907143417872,4980.127338860656,4633.463714380496,4281.789750496459,4306.26928578054,26.25628937738111,61.203472477038645,True
2020-06-11,5993.395206957165,4894.595258685904,4721.89439327616,4844.048663931833,85187500,59.45591581528808,4366.921516022195,4595.845303087218,4565.596258129191,4259.116573275607,4257.862633039292,153.23794457427812,79.61036689648654,False
2020-06-12,3476.660474929955,4785.07922040344,4616.590515459657,4785.07922040344,96044000,50.38834880726231,4692.216254209189,4576.183168298747,4767.945821101615,4415.146126749661,4296.416572252104,50.21353119561172,73.73099975631158,True
